category,description,label
Electronics,"Generic Universal Cloth Flash Bounce Diffuser for Canon Nikon Sony (White_15x17 cm) This flash diffuser cap can be used to diffuse the flashlight, by which we can avoid the disadvantage of it coming directly. It disperses the light over a wider area for a softer and more natural effect. With its elastic band, you can install or remove it quickly and easily.",2
Household,"Cello Grind N Mix Ertiga 500-Watt Mixer Grinder with 3 Jars (Maroon) Grind pulses, grains, chillies, garlic onion, ginger etc. at the same time furnish your kitchen with new stunning cello mixer grinder. 2 years warranty from date of purchase. Should the company be fully satisfied at its sole discretion, that the defects are only due to faulty material or workmanship. + 1 year warranty provided by the manufacturer on SMS registration. Process for SMS registration is mentioned in the product user manual.",3
Books,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,0
Household,"Anantha Productstm Egg White Separator Color Name:White   For those who are cholesterol conscious, Egg White Separator Filters yolk and gives you egg white. Which is used in beauty recipes and fat free healthy recipes.",3
Clothing & Accessories,"FARETO Baby Boy's Cotton Mittens & Socks (Multicolour, 0-6 Months) - Set of 12 First kids step brings baby tying mittens and baby tying socks inriched with standard fabric, get ready to take your tinny one's in an comfort zone with this tying mittens and tying socks which are easy to use and far better then rubber grip mittens protect your baby skin from damage and protect your baby face from scratches from nails.",1
Household,"LINENWALAS Elegant Damask Design Sheer Polyester 4.5 fx5 ft Window Curtain with Eyelet Ring for Living Room Bedroom Balcony (White) -Set of 2 Panel Size:Window - 5 feet                                                                                 |                            Color Name:black   Products inspired by the west and crafted out of best of the textiles and materials around the globe:1. Bed Linens: Softest cotton bedsheets, fitted bed sheets, hotel stripes bedsheets, bedding sets, 300 TC bedsheets to 1000 thread count sheets.2. Curtains: Hand block print curtains, sheers for windows, black out curtains, bathroom curtains.3. Pillow Menu: Softest pillows, orthopedic pillows, king size pillows, soft hotel pillows, memory foam pillows, travel pillows.4. Mattress Pads: Thick mattress topper for making bed soft like hotel bed, memory foam padding, cooling gel padding, softest pillow top, feather bed.5. Bed Protectors: Waterproof mattress protectors, elastic fitted terry bed cover, bamboo bed cover.6. Quilts: Micro fiber comforters for hotels, extreme winter feather quilts, duvets, hand block jaipuri rajai, block print bedspreads, cotton quilts, flannel dohads, summer quilts, summer dohars.7. Table linens and napery: table napkins, table runners, aprons, apron and mittens sets, table cloths, cotton table covers, hand block table mats, cotton placemats.",3
Household,"Art Street Decorative Premium Nebula Set of 12 Individual Wall Photo Frame - Black(4X6-7 Unit, 6X8-4 Units, 8X10- I Unit) Painting Mantra introduces a remarkable range of Photo Frames by Art Street. The frames are stylishly oriented to grant attention to your side table. Frames are made of Synthetic wood and thickness is of 0.75 inch , comes with plastic cover , With hanging provision, Can be used both vertically and horizontally.",3
Books,"The Psychology Book: Big Ideas Simply Explained Review ""[The Big Ideas Simply Explained books] are beautifully illustrated with shadow-like cartoons that break down even the most difficult concepts so they are easier to grasp. These step-by-step diagrams are an incredibly clever learning device to include, especially for visual learners."" – Examiner.com ""This large, stylish book takes the reader on a quick tour through the history and discipline of psychology, with tiny bits of information and loads of design. The title gets it right: these are indeed big ideas (and also plenty of small ones), and the explanations are simplified and presented in a number of ways."" – PsychCentral.com ""The Psychology Book is packed with everything you'd ever study in a Psych 101 class, and, as the subtitle suggests, it's all explained in a clear, simple way."" – Wink Books, from the co-founders of Boing Boing About the Author DK was founded in London in 1974 and is now the world's leading illustrated reference publisher and part of Penguin Random House, formed on July 1, 2013. DK publishes highly visual, photographic nonfiction for adults and children. DK produces content for consumers in over 87 countries and in 62 languages, with offices in Delhi, London, Melbourne, Munich, New York, and Toronto. DK's aim is to inform, enrich, and entertain readers of all ages, and everything DK publishes, whether print or digital, embodies the unique DK design approach. DK brings unrivalled clarity to a wide range of topics with a unique combination of words and pictures, put together to spectacular effect. We have a reputation for innovation in design for both print and digital products.   Our adult range spans travel, including the award-winning DK Eyewitness Travel Guides, history, science, nature, sport, gardening, cookery, and parenting. DK’s extensive children’s list showcases a fantastic store of information for children, toddlers, and babies. DK covers everything from animals and the human body, to homework help and craft activities, together with an impressive list of licensing titles, including the bestselling LEGO® books. DK acts as the parent company for Alpha Books, publisher of the Idiot's Guides series and Prima Games, video gaming publishers, as well as the award-winning travel publisher, Rough Guides.",0
Electronics,"Ambrane ACC-11QC-M Dual Port Car Charger (Black) The Ambrane Instant car charger is a Qualcomm Certified fast car charger based on Quick Charge 3.0 technology, which can provide more than 4 times faster charging speed as compared to other chargers. Full compatibility with Smartphones, Speakers, Tablets and other USB devices, hard outer body, premium finish, compact design and dual USB output of combined 5.4A make it the ideal power source when you hit the road. Now your device will never run out of battery when you will have the Ambrane Instant QC 3.0 Car Charger.",2
Clothing & Accessories,Creature Uv Protected Wayfarer Unisex Sunglasses(Doit-001|53|Purple) One of the amazing accessories to enhance your style statement is sunglasses. They are trendy and never really go out of style. Made of polycarbonate material our products are ergonomically designed to give you a comfortable head hugging fit. Thus providing all-day wearing comfort. Sunglasses by Creature have been designed keeping your comfort and care as our first priority. These Wayfarer sunglasses are really light and have been made of high quality frame with Stunning Looks & Flashy Colors. Creature sunglasses give you 100% protection against harmful UVA/UVB rays and are polarized for your eye care. Stay young.,1
